control_id,iteration,fact_index,mover_score,is_found_binary,status,fact_text,evidence_found
150,10,4,0.6374,0,INDICATED,Variants with repetitive awaiting activities are not process violations due to customer or third-party delays.,variant is not considered a process error due to automated merge rules
151,1,1,0.6281,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,respective non-acceptable thresholds therefore while the cost metric shows compliance
151,1,2,0.5851,0,MISSING,"There were 319 missing detections, that violate threshold",implicitly addressing missing activation (544) deviations
151,1,3,0.7234,0,INDICATED,"There were 1777 repetitive detections, that do not violate the threshold",effectively excusing high repetition counts in detection (1777)
151,1,4,0.6005,0,INDICATED,There were 0 detection mismatches.,the cost metric shows compliance
151,1,5,0.7457,0,INDICATED,There were 544 missing activations caused by merge rules and are not process violations.,and implicitly addressing missing activation (544) deviations due to n*rc paths
151,1,6,0.7638,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",remaining high deviations in activation (1990 repetition
151,1,7,0.7311,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",remaining high deviations in activation (1990 repetition 115 mismatch)
151,1,8,0.7267,0,INDICATED,"There were 1653 repetitive awaiting events, that do not violate the threshold",updated interpretations effectively excusing high repetition counts in detection (1777) and awaiting (1653)
151,1,9,0.7208,0,INDICATED,There were 4 awaiting mismatches.,times in detection (4d
151,1,10,0.7142,0,INDICATED,"There were 119 repetitive awaiting events, that violate the threshold",high deviations in activation (1990 repetition 115 mismatch) and resolution (119
151,1,11,0.7104,0,INDICATED,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,activity durations and further investigating remaining high deviations in activation (1990 repetition 115 mismatch) and resolution (119 repetition 45
151,2,1,0.6231,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,on the 'cost' compliance metric and the provided tunings all process activities
151,2,2,0.5907,0,MISSING,"There were 319 missing detections, that violate threshold",the updated environmental parameters and tunings
151,2,3,0.5892,0,MISSING,"There were 1777 repetitive detections, that do not violate the threshold",variants do not impact compliance as per the updated environmental parameters
151,2,4,0.5969,0,MISSING,There were 0 detection mismatches.,updated environmental parameters and tunings
151,2,5,0.5944,0,MISSING,There were 544 missing activations caused by merge rules and are not process violations.,as 'missing' states due to n*rc variants do not impact compliance as
151,2,6,0.6276,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",the 'cost' compliance metric and the provided tunings
151,2,7,0.5827,0,MISSING,"There were 115 activation mismatches, which violate the theshold",the 'cost' compliance metric and the provided tunings
151,2,8,0.5732,0,MISSING,"There were 1653 repetitive awaiting events, that do not violate the threshold",variants do not impact compliance as per the updated environmental parameters and tunings
151,2,9,0.5738,0,MISSING,There were 4 awaiting mismatches.,updated environmental parameters and tunings
151,2,10,0.5882,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",as per the updated environmental parameters and tunings
151,2,11,0.5774,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,not impact compliance as per the updated environmental parameters and tunings hence no remediation is required
151,3,1,0.6279,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,for each activity indicating high process compliance after considering specified deviation exceptions
151,3,2,0.5831,0,MISSING,"There were 319 missing detections, that violate threshold",indicating high process compliance after considering specified deviation
151,3,3,0.5784,0,MISSING,"There were 1777 repetitive detections, that do not violate the threshold",within the 'low' severity range and below the acceptable threshold
151,3,4,0.5981,0,MISSING,There were 0 detection mismatches.,the `cost` compliance metric
151,3,5,0.5926,0,MISSING,There were 544 missing activations caused by merge rules and are not process violations.,indicating high process compliance after considering specified deviation exceptions however the average time spent in detection
151,3,6,0.6143,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",range and below the acceptable threshold
151,3,7,0.5777,0,MISSING,"There were 115 activation mismatches, which violate the theshold",non-acceptable time thresholds remediation is required
151,3,8,0.5668,0,MISSING,"There were 1653 repetitive awaiting events, that do not violate the threshold",based on the `cost` compliance metric all activities (detection 0.02
151,3,9,0.711,0,INDICATED,There were 4 awaiting mismatches.,spent in detection (4d
151,3,10,0.5838,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",indicating high process compliance after considering specified deviation
151,3,11,0.5753,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,indicating high process compliance after considering specified deviation exceptions however the average time spent
151,4,1,0.6193,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,using the non-compliance cost metric and adjusted interpretations shows
151,4,2,0.7414,0,INDICATED,"There were 319 missing detections, that violate threshold",excessive missing events (319) and an average
151,4,3,0.5811,0,MISSING,"There were 1777 repetitive detections, that do not violate the threshold",has excessive missing events (319) and an average
151,4,4,0.6009,0,INDICATED,There were 0 detection mismatches.,shorten the 4-day average
151,4,5,0.5938,0,MISSING,There were 544 missing activations caused by merge rules and are not process violations.,the non-compliance cost metric and adjusted interpretations shows that 'activation' remains
151,4,6,0.7616,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",with critical deviations in repetition (1990) and mismatch
151,4,7,0.7258,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",mismatch (115) and an excessive average time
151,4,8,0.581,0,MISSING,"There were 1653 repetitive awaiting events, that do not violate the threshold",a moderate cost of 0.1555 coupled with critical deviations in repetition
151,4,9,0.7418,0,INDICATED,There were 4 awaiting mismatches.,the 4-day average time
151,4,10,0.711,0,INDICATED,"There were 119 repetitive awaiting events, that violate the threshold",reports critical repetition (119) and mismatch (45) deviations
151,4,11,0.7004,0,INDICATED,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,and 'resolution' reports critical repetition (119) and mismatch (45) deviations along with an average time
151,6,1,0.618,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,a responder's perspective suggesting the initial reported costs might
151,6,2,0.5898,0,MISSING,"There were 319 missing detections, that violate threshold",the current metrics and adjusted rules
151,6,3,0.7197,0,INDICATED,"There were 1777 repetitive detections, that do not violate the threshold",might not fully reflect the intended assessment specifically repetitive detection deviations (1777
151,6,4,0.6029,0,INDICATED,There were 0 detection mismatches.,this indicates overall compliance
151,6,5,0.5945,0,MISSING,There were 544 missing activations caused by merge rules and are not process violations.,and repetitive awaiting activities (1653 in 'w') are deemed not process errors
151,6,6,0.6325,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",on the current metrics and adjusted rules
151,6,7,0.5883,0,MISSING,"There were 115 activation mismatches, which violate the theshold",the provided rule changes for specific deviation types imply they
151,6,8,0.7232,0,INDICATED,"There were 1653 repetitive awaiting events, that do not violate the threshold",and repetitive awaiting activities (1653 in 'w') are deemed
151,6,9,0.5853,0,MISSING,There were 4 awaiting mismatches.,current metrics and adjusted rules
151,6,10,0.5896,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",these exclusions are correctly applied to the provided average costs
151,6,11,0.5854,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,provided rule changes for specific deviation types imply they should not contribute to the compliance cost
151,7,1,0.6374,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,all process activities currently demonstrate 'low' average non-compliance cost
151,7,2,0.7383,0,INDICATED,"There were 319 missing detections, that violate threshold",non-compliance 'detection' shows high missing deviations (319
151,7,3,0.5822,0,MISSING,"There were 1777 repetitive detections, that do not violate the threshold",to clarify the actual non-compliance of missing activities
151,7,4,0.6076,0,INDICATED,There were 0 detection mismatches.,to reduce repetition and mismatch deviations
151,7,5,0.7256,0,INDICATED,There were 544 missing activations caused by merge rules and are not process violations.,its 544 missing deviations (threshold <=200) require further data to differentiate
151,7,6,0.7801,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",a critical area with 1990 repetition deviations
151,7,7,0.7277,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",115 mismatch deviations (threshold <=50) its 544 missing
151,7,8,0.5758,0,MISSING,"There were 1653 repetitive awaiting events, that do not violate the threshold",non-compliant with 119 repetition (threshold <=50) and 45 mismatch
151,7,9,0.6004,0,INDICATED,There were 4 awaiting mismatches.,its 544 missing deviations
151,7,10,0.7259,0,INDICATED,"There were 119 repetitive awaiting events, that violate the threshold",non-compliant with 119 repetition (threshold <=50) and 45 mismatch
151,7,11,0.7222,0,INDICATED,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,45 mismatch (threshold <=20) deviations **recommendation:** focus remediation efforts on addressing the high volume
151,8,1,0.6168,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,on the 'cost' compliance metric and adjusted deviation interpretations
151,8,2,0.5878,0,MISSING,"There were 319 missing detections, that violate threshold",meeting the acceptable compliance threshold
151,8,3,0.5779,0,MISSING,"There were 1777 repetitive detections, that do not violate the threshold",immediate remediation is required to investigate the root
151,8,4,0.5969,0,MISSING,There were 0 detection mismatches.,the acceptable compliance threshold
151,8,5,0.5927,0,MISSING,There were 544 missing activations caused by merge rules and are not process violations.,a critical non-compliance issue persists in average activity durations detection (6155
151,8,6,0.6194,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",on the 'cost' compliance metric and adjusted deviation
151,8,7,0.5851,0,MISSING,"There were 115 activation mismatches, which violate the theshold",non-compliance issue persists in average activity durations detection (6155
151,8,8,0.5857,0,MISSING,"There were 1653 repetitive awaiting events, that do not violate the threshold",non-compliance issue persists in average activity durations detection (6155 min)
151,8,9,0.5781,0,MISSING,There were 4 awaiting mismatches.,durations detection (6155 min)
151,8,10,0.583,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",non-compliance issue persists in average activity durations
151,8,11,0.5686,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,meeting the acceptable compliance threshold of `<= 0.05` however a critical non-compliance issue persists in average activity
151,9,1,0.628,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,primary impeding activity after applying the non-compliance cost model and updated interpretations
151,9,2,0.5867,0,MISSING,"There were 319 missing detections, that violate threshold",and 'mismatch' (115 instances) deviations
151,9,3,0.7035,0,INDICATED,"There were 1777 repetitive detections, that do not violate the threshold",exceeds the acceptable threshold of <= 0.05 repetitive deviations in 'detection' (1777)
151,9,4,0.5945,0,MISSING,There were 0 detection mismatches.,data on incidents processed
151,9,5,0.5971,0,MISSING,There were 544 missing activations caused by merge rules and are not process violations.,the non-compliance cost model and updated interpretations 'activation' has an average
151,9,6,0.7519,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",of the high 'repetition' (1990 instances)
151,9,7,0.7329,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",(115 instances) deviations in 'activation' to implement corrective
151,9,8,0.7063,0,INDICATED,"There were 1653 repetitive awaiting events, that do not violate the threshold",(1653) are now deemed acceptable due to updated thresholds
151,9,9,0.585,0,MISSING,There were 4 awaiting mismatches.,data on incidents processed
151,9,10,0.5932,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",the primary impeding activity after applying the non-compliance
151,9,11,0.5801,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,assessments gather specific data on incidents processed via the n*rc variant to accurately exclude non-compliant
151,10,1,0.632,0,INDICATED,No process activities showed concering average compliance cost exceeding the individual thresholds.,to the defined cost metric incorporating the recently tuned thresholds for repetitive detection
151,10,2,0.7257,0,INDICATED,"There were 319 missing detections, that violate threshold",missing deviations (319 vs <=20) are notably
151,10,3,0.7269,0,INDICATED,"There were 1777 repetitive detections, that do not violate the threshold",the recently tuned thresholds for repetitive detection deviations (n 1777
151,10,4,0.6033,0,INDICATED,There were 0 detection mismatches.,to reduce all deviation types
151,10,5,0.7218,0,INDICATED,There were 544 missing activations caused by merge rules and are not process violations.,significant underlying operational inefficiencies persist:\n* **activation (a):** despite low average cost missing (544
151,10,6,0.7447,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",repetition (1990 vs <=500) and mismatch
151,10,7,0.7191,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",and mismatch (115 vs <=50) deviations remain excessively
151,10,8,0.7224,0,INDICATED,"There were 1653 repetitive awaiting events, that do not violate the threshold",detection deviations (n 1777 vs `<=5000`) and repetitive awaiting activities (w 1653
151,10,9,0.7209,0,INDICATED,There were 4 awaiting mismatches.,the average time (4d
151,10,10,0.7104,0,INDICATED,"There were 119 repetitive awaiting events, that violate the threshold",repetition (119 vs <=50) and mismatch (45
151,10,11,0.7003,0,INDICATED,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,(45 vs <=20) deviations are significantly high with an average time (5d 22h 11min) also exceeding the non-acceptable threshold
152,1,1,0.7391,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,the average durations for detection (4d 6h 35min / 6155 min) activation (8d
152,1,2,0.7228,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,min) activation (8d 18h 55min / 12655 min) awaiting (16d 8h 10min /
152,1,3,0.7295,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,min) awaiting (16d 8h 10min / 23530 min) and resolution (5d 22h 11min
152,1,4,0.7597,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,and resolution (5d 22h 11min / 8531 min) critically exceed their respective non-acceptable
152,1,5,0.6086,0,INDICATED,No unusual temporal spikes were observed.,indicating severe process efficiency impediments
152,1,6,0.5958,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,deviation thresholds indicating internal process inefficiencies for awaiting despite repetitions (1653) being outside
152,2,1,0.6284,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,their non-acceptable time thresholds detection (6155 min vs >=2880 min) activation (12655 min
152,2,2,0.6293,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,exceed their non-acceptable time thresholds detection (6155 min vs >=2880 min) activation (12655 min
152,2,3,0.6283,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,most severely awaiting (23530 min vs >=14400 min) while certain repetitive deviations in
152,2,4,0.6166,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,min) resolution (8531 min vs >=4320 min) and most severely awaiting (23530 min
152,2,5,0.6069,0,INDICATED,No unusual temporal spikes were observed.,these active states still represent critical bottlenecks
152,2,6,0.5907,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,average durations in these active states still represent critical bottlenecks
152,3,1,0.6276,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,'detection' (6155 minutes) all substantially exceeding their non-acceptable thresholds (14400 7200 4320 and 2880 minutes respectively)
152,3,2,0.6282,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,average activity durations reveals significant efficiency impediments with 'awaiting' (23530 minutes) 'activation' (12655
152,3,3,0.6269,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,average activity durations reveals significant efficiency impediments with 'awaiting' (23530 minutes) 'activation' (12655
152,3,4,0.6288,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,(8531 minutes) and 'detection' (6155 minutes) all substantially exceeding their non-acceptable thresholds (14400
152,3,5,0.6098,0,INDICATED,No unusual temporal spikes were observed.,such as improving external stakeholder management
152,3,6,0.5964,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,average activity durations reveals significant efficiency impediments with 'awaiting' (23530 minutes)
152,4,1,0.6439,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,average activity durations for detection (n 4d 6h 35min exceeding nonacceptabletime of 2880min)
152,4,2,0.6342,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,average activity durations for detection (n 4d 6h 35min exceeding nonacceptabletime of 2880min) activation (a 8d 18h 55min
152,4,3,0.6363,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,awaiting (w 16d 8h 10min exceeding nonacceptabletime of 14400min) and resolution (r 5d
152,4,4,0.6404,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,resolution (r 5d 22h 11min exceeding nonacceptabletime of 4320min) all represent critical process
152,4,5,0.6166,0,INDICATED,No unusual temporal spikes were observed.,all represent critical process efficiency impediments
152,4,6,0.5828,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,(r) implement internal process streamlining resource optimization and training to reduce average activity
152,6,1,0.6079,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,35min) activation (8d 18h 55min) awaiting (16d 8h 10min) and resolution (5d 22h
152,6,2,0.6279,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,8h 10min) and resolution (5d 22h 11min) remain critical efficiency impediments as they
152,6,3,0.6354,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,10min) and resolution (5d 22h 11min) remain critical efficiency impediments as they significantly exceed
152,6,4,0.6347,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,resolution (5d 22h 11min) remain critical efficiency impediments as they significantly exceed their
152,6,5,0.6107,0,INDICATED,No unusual temporal spikes were observed.,to streamline core incident handling activities
152,6,6,0.5926,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,thresholds for detection investigate factors beyond repetitive triggers that prolong the 4-day
152,8,1,0.6259,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,average activity durations indicate significant efficiency impediments across multiple stages detection (6155 min vs >=2880 min non-acceptable) activation (12655
152,8,2,0.6272,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,average activity durations indicate significant efficiency impediments across multiple stages detection (6155 min vs >=2880 min non-acceptable) activation (12655
152,8,3,0.6108,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,min non-acceptable) awaiting (23530 min vs >=14400 min non-acceptable) and resolution (8531 min
152,8,4,0.6247,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,(8531 min vs >=4320 min non-acceptable) while the cost metric for all activities
152,8,5,0.6062,0,INDICATED,No unusual temporal spikes were observed.,not adequately reflect the severe time inefficiencies
152,8,6,0.5913,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,average activity durations indicate significant efficiency impediments across multiple stages detection (6155 min
152,10,1,0.6294,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,remain a critical impediment to process efficiency detection (6155 min) activation (12655 min) awaiting
152,10,2,0.631,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,average activity durations remain a critical impediment to process efficiency detection (6155 min) activation (12655 min)
152,10,3,0.63,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,critical impediment to process efficiency detection (6155 min) activation (12655 min) awaiting (23530
152,10,4,0.6304,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,resolution (8531 min) all significantly exceed their non-acceptable time thresholds of 2880 min
152,10,5,0.6148,0,INDICATED,No unusual temporal spikes were observed.,a critical impediment to process efficiency
152,10,6,0.5987,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,"durations in these stages (especially ""awaiting"" at over 16 days) severely impact"
153,1,1,0.7647,0,INDICATED,Critical process severity incidents are 7 in total,7 listed incidents are critically non-compliant
153,1,2,0.8307,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,inc0033952 showing the highest cost at 0.81 a technical
153,1,3,0.5527,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",with inc0033952 showing the highest
153,1,4,0.6465,0,INDICATED,This critical process severity requires deeper individual incident analysis.,proper deep dive and targeted remediation provide detailed breakdowns
153,2,1,0.75,0,INDICATED,Critical process severity incidents are 7 in total,top 7 incidents led by
153,2,2,0.7974,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,inc0033952 with a non-compliance cost of 0.81 are
153,2,3,0.5577,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",patterns like `symptom 491` `location 204` and `category 46`
153,2,4,0.6451,0,INDICATED,This critical process severity requires deeper individual incident analysis.,the cost metric technical analysis consistently reveals
153,3,1,0.6137,0,INDICATED,Critical process severity incidents are 7 in total,deep dive and targeted remediation granular
153,3,2,0.6269,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,0.81 all fall within the 'critical' compliance
153,3,3,0.5539,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",0.31 to 0.81 all fall
153,3,4,0.6369,0,INDICATED,This critical process severity requires deeper individual incident analysis.,and targeted remediation granular data on the specific deviations
153,4,1,0.6095,0,INDICATED,Critical process severity incidents are 7 in total,priority 1) incident handling to resolve true process drifts
153,4,2,0.7768,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,inc0033952 at 0.81) posing severe risks from process deviations as
153,4,3,0.5628,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",by cost (e.g inc0033952 at 0.81) posing severe
153,4,4,0.6307,0,INDICATED,This critical process severity requires deeper individual incident analysis.,cost are outside security operator control) from process error
153,5,1,0.6146,0,INDICATED,Critical process severity incidents are 7 in total,the 109 incidents with missing symptom data as
153,5,2,0.7853,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,most critical incidents such as inc0033952 (cost 0.81)
153,5,3,0.6546,0,INDICATED,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",as inc0033952 (cost 0.81) and inc0025696
153,5,4,0.6325,0,INDICATED,This critical process severity requires deeper individual incident analysis.,indicating significant process deviations these risks could
153,6,1,0.6137,0,INDICATED,Critical process severity incidents are 7 in total,seven incidents are critically non-compliant
153,6,2,0.6364,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,to 0.81 falling within the new critical
153,6,3,0.5511,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",from 0.31 to 0.81 falling
153,6,4,0.6445,0,INDICATED,This critical process severity requires deeper individual incident analysis.,n*rc variants) to accurately identify actionable process errors
153,7,1,0.6255,0,INDICATED,Critical process severity incidents are 7 in total,priority location category) to these individual critical incidents would
153,7,2,0.8295,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,inc0033952 having the highest non-compliance cost at 0.81
153,7,3,0.8337,0,INDICATED,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",inc0025696 inc0026744 and inc0032450 at 0.41 based
153,7,4,0.6437,0,INDICATED,This critical process severity requires deeper individual incident analysis.,the updated compliance interpretations regarding repetitive detection/awaiting activities
153,8,1,0.7452,0,INDICATED,Critical process severity incidents are 7 in total,top 7 incidents with costs
153,8,2,0.645,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,0.81 are critically non-compliant however this
153,8,3,0.5517,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",0.31 to 0.81 are critically
153,8,4,0.6448,0,INDICATED,This critical process severity requires deeper individual incident analysis.,or mismatches remediation requires refining the compliance model
153,9,1,0.6134,0,INDICATED,Critical process severity incidents are 7 in total,updated cost metric falling into the critical severity
153,9,2,0.7967,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,inc0033952 with a cost of 0.81 demonstrates severe process deviations
153,9,3,0.5571,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",0.45 c missing 0.3 r
153,9,4,0.6395,0,INDICATED,This critical process severity requires deeper individual incident analysis.,a systemic process drift for these specific types
153,10,1,0.75,0,INDICATED,Critical process severity incidents are 7 in total,7 incidents with critically high non-compliance
153,10,2,0.6472,0,INDICATED,INC0033952 has the highest assigned compliance cost with 0.81,0.81) indicating significant process risks however applying the
153,10,3,0.5501,0,MISSING,"INC0025696, INC0026744 and INC0032450 show cost of 0.41",costs (0.31 to 0.81) indicating
153,10,4,0.6403,0,INDICATED,This critical process severity requires deeper individual incident analysis.,without granular cost data per deviation
154,1,1,0.607,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.","goal however 104 incidents lacking symptom data (""none"") severely hinder root"
154,1,2,0.7428,0,INDICATED,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,issues 3 **prioritize critical incidents:** perform a targeted technical deep dive
154,1,3,0.6456,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",(79 times) and categories 46 (102 times) 42 (67 times) 26 (61 times) satisfying the control's reporting goal however 104 incidents lacking symptom data
154,1,4,0.6376,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",2 **focus technical investigations:** conduct in-depth root cause analysis on incidents with symptom 491 and those affecting locations 204 161 143 and categories 46 42 26
154,2,1,0.6247,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.","control ""report technical analysis and most affected categories"" is partially"
154,2,2,0.585,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,"control ""report technical analysis and most affected categories"" is partially met"
154,2,3,0.6412,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",161 (82) and categories 46 (62) and 26 (59) also appear frequently **required remediation:** to achieve full
154,2,4,0.6276,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",an analyst an aggregation of this data reveals that symptom 491 (198 occurrences) location 204 (172 occurrences) and category
154,3,1,0.6208,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.","for the ""report technical analysis and most affected categories"" control"
154,3,2,0.6003,0,INDICATED,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,with 65 incidents lacking recorded symptoms which severely hinders comprehensive technical analysis and root
154,3,3,0.6459,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.","most affected categories"" control technical statistics indicate symptom 491 (172 incidents) locations 204 (111 incidents) and 161 (104 incidents) and categories 46"
154,3,4,0.635,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.","the ""report technical analysis and most affected categories"" control technical statistics indicate symptom 491 (172 incidents) locations 204 (111 incidents) and 161 (104"
154,4,1,0.6226,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.","the ""report technical analysis and most affected categories"" control's objective no remediation is"
154,4,2,0.5966,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,"fulfilling the ""report technical analysis and most affected categories"" control's objective no remediation is required"
154,4,3,0.629,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",frequent symptom is 'none' (70 occurrences) followed by symptom 491 (67 occurrences) category 46 (104 occurrences) and location 204 (171
